text,label,clean_review
"""I bought this product a week ago and it's already broken. The quality is subpar and the customer service is non-responsive. I'm really disappointed.""",negative,bought product week ago alreadi broken qualiti subpar custom servic non respons realli disappoint
"""I'm so thrilled with my purchase! The product is fantastic, it exceeded my expectations. The quality is top-notch and it's so easy to use.""",positive,thrill purchas product fantast exceed expect qualiti top notch easi use
"""I was really looking forward to this product but it didn't meet my expectations. The quality is subpar and it's not worth the price.""",negative,realli look forward product meet expect qualiti subpar worth price
"""I am beyond disappointed with this product. The quality is poor, and it doesn't work as advertised. I regret buying it.""",negative,beyond disappoint product qualiti poor work advertis regret buy
"""I cannot express how terrible this product is. It broke after a week of use and the customer service is unhelpful. I regret purchasing it.""",negative,express terribl product broke week use custom servic unhelp regret purchas
"""This product is amazing! It exceeded all my expectations and I couldn't be happier with my purchase. I'd recommend it to anyone.""",positive,product amaz exceed expect happier purchas recommend anyon
"""I'm really satisfied with this product. It works just as described and I've had no issues so far. I would definitely recommend it.""",positive,realli satisfi product work describ issu far would definit recommend
"""I'm incredibly disappointed with this product. It's completely different from what was advertised and it broke within the first week of use. I wouldn't recommend this at all.""",negative,incred disappoint product complet differ advertis broke within first week use recommend
"""I'm extremely happy with this product. It arrived on time and the quality is beyond my expectation. I would highly recommend it to everyone!""",positive,extrem happi product arriv time qualiti beyond expect would highli recommend everyon
"""This product is terrible. It doesn't work as advertised and it broke after a few uses. I feel like I wasted my money.""",negative,product terribl work advertis broke use feel like wast money
"""I'm not happy with this product. It's not what I expected and the quality is poor. I feel like I've been ripped off.""",negative,happi product expect qualiti poor feel like rip
"""I am absolutely thrilled with this product. It has surpassed my expectations in every way. The quality is outstanding and it works perfectly. I highly recommend it!""",positive,absolut thrill product surpass expect everi way qualiti outstand work perfectli highli recommend
"""I'm extremely impressed with this product! It's high quality and works perfectly. I couldn't be happier with my purchase.""",positive,extrem impress product high qualiti work perfectli happier purchas
"""I'm in love with this product. It works excellently and the quality is top-notch. I would recommend this to everyone.""",positive,love product work excel qualiti top notch would recommend everyon
